order_id,order_date,customer_name,region,product,category,quantity,unit_price,revenue
1193,2026-05-14,Deloitte,East,Security Shield,Cybersecurity,5,3720,18600
1194,2025-06-22,Wipro,North,AI Insights,AI,5,3570,17850
1195,2025-07-13,TCS,East,AI Insights,AI,5,7462,37310
1196,2025-05-30,TCS,North,HR Automator,HRTech,4,7352,29408
1197,2026-02-16,HCL,North,Analytics Pro,SaaS,5,7597,37985
1198,2026-02-08,Infosys,West,Finance Tracker,FinTech,2,5693,11386
1199,2025-08-09,Infosys,North,Security Shield,Cybersecurity,2,6452,12904
1200,2025-05-29,Cognizant,East,Analytics Pro,SaaS,2,5560,11120
1201,2025-12-22,Accenture,West,Data Engine,Platform,2,7514,15028
1202,2026-02-01,Wipro,West,Analytics Pro,SaaS,2,3500,7000
1203,2026-03-20,Wipro,East,Cloud Suite,SaaS,2,5254,10508
1204,2025-06-17,IBM,East,Data Engine,Platform,3,7854,23562
1205,2026-05-02,TCS,East,Security Shield,Cybersecurity,3,6583,19749
1206,2026-04-10,TCS,South,HR Automator,HRTech,4,8012,32048
1207,2025-11-30,Cognizant,West,AI Insights,AI,3,7502,22506
1208,2026-01-16,Tech Mahindra,South,Cloud Suite,SaaS,4,8364,33456
1209,2026-03-09,Infosys,East,Cloud Suite,SaaS,4,4878,19512
1210,2026-01-01,Wipro,North,Cloud Suite,SaaS,5,5327,26635
1211,2025-09-14,Capgemini,South,AI Insights,AI,1,4320,4320
1212,2025-08-13,Tech Mahindra,North,AI Insights,AI,3,6148,18444
1213,2026-01-20,IBM,North,Cloud Suite,SaaS,3,8223,24669
1214,2025-06-12,Infosys,North,Finance Tracker,FinTech,1,7749,7749
1215,2026-04-28,Tech Mahindra,East,AI Insights,AI,2,4973,9946
1216,2026-04-19,Cognizant,West,Finance Tracker,FinTech,5,6404,32020
1217,2025-11-06,Capgemini,East,Cloud Suite,SaaS,1,4989,4989
1218,2025-12-01,Capgemini,North,Finance Tracker,FinTech,4,9100,36400
1219,2026-03-12,Cognizant,North,Analytics Pro,SaaS,3,7499,22497
1220,2025-06-05,TCS,East,Cloud Suite,SaaS,3,6543,19629
1221,2025-11-20,HCL,South,AI Insights,AI,2,4329,8658
1222,2025-06-06,IBM,North,Analytics Pro,SaaS,3,9983,29949
1223,2025-10-23,Capgemini,West,Cloud Suite,SaaS,4,8248,32992
1224,2025-09-08,Deloitte,South,Analytics Pro,SaaS,5,6484,32420
1225,2025-12-01,Tech Mahindra,North,Analytics Pro,SaaS,1,3722,3722
1226,2026-02-16,Deloitte,West,HR Automator,HRTech,2,3312,6624
1227,2026-04-08,Cognizant,West,Data Engine,Platform,5,9202,46010
1228,2026-01-28,Infosys,South,AI Insights,AI,1,6864,6864
1229,2026-05-13,Wipro,North,Finance Tracker,FinTech,5,8459,42295
1230,2026-01-04,Wipro,South,Finance Tracker,FinTech,2,9343,18686
1231,2026-04-01,Infosys,East,Finance Tracker,FinTech,2,7106,14212
1232,2026-01-26,TCS,East,AI Insights,AI,5,4416,22080
1233,2025-11-08,TCS,West,Security Shield,Cybersecurity,1,9378,9378
1234,2026-01-11,IBM,North,Analytics Pro,SaaS,5,3462,17310
1235,2026-04-09,Accenture,East,Finance Tracker,FinTech,5,5515,27575
1236,2026-04-13,Infosys,West,Data Engine,Platform,3,3240,9720
1237,2025-07-25,Infosys,North,Analytics Pro,SaaS,5,3458,17290
1238,2025-11-30,Capgemini,North,AI Insights,AI,3,3758,11274
1239,2025-06-12,Infosys,South,Analytics Pro,SaaS,2,9227,18454
1240,2025-08-07,Tech Mahindra,North,Security Shield,Cybersecurity,2,4624,9248
1241,2025-10-14,Wipro,West,Security Shield,Cybersecurity,4,7142,28568
1242,2025-09-30,IBM,West,Analytics Pro,SaaS,4,9515,38060
1243,2025-06-27,Wipro,North,HR Automator,HRTech,2,7238,14476
1244,2025-10-27,Tech Mahindra,West,HR Automator,HRTech,5,8954,44770
1245,2025-09-05,TCS,East,AI Insights,AI,5,8197,40985
1246,2025-11-21,Capgemini,South,Cloud Suite,SaaS,5,9353,46765
1247,2026-01-01,Infosys,South,AI Insights,AI,5,6627,33135
1248,2026-05-10,TCS,East,Finance Tracker,FinTech,4,7156,28624
1249,2025-08-15,Tech Mahindra,South,AI Insights,AI,3,5239,15717
1250,2025-10-11,Deloitte,South,Finance Tracker,FinTech,1,8427,8427
1251,2025-08-14,HCL,East,Data Engine,Platform,1,6724,6724
1252,2026-01-18,Wipro,South,Security Shield,Cybersecurity,5,7630,38150
1253,2026-04-19,Infosys,East,Finance Tracker,FinTech,1,7807,7807
1254,2025-08-01,Infosys,North,Cloud Suite,SaaS,2,9766,19532
1255,2026-04-02,Accenture,East,AI Insights,AI,5,3059,15295
1256,2025-10-14,IBM,North,Security Shield,Cybersecurity,4,4414,17656
1257,2025-11-17,Infosys,West,HR Automator,HRTech,3,3507,10521
1258,2026-04-10,IBM,North,AI Insights,AI,4,8966,35864
1259,2025-06-21,TCS,South,Finance Tracker,FinTech,5,3269,16345
1260,2025-12-24,Capgemini,South,Security Shield,Cybersecurity,4,5474,21896
1261,2025-09-27,IBM,South,AI Insights,AI,2,9271,18542
1262,2025-10-31,Wipro,East,Finance Tracker,FinTech,2,3268,6536
1263,2025-07-23,Tech Mahindra,West,Cloud Suite,SaaS,4,9100,36400
1264,2025-09-04,HCL,East,Finance Tracker,FinTech,1,4359,4359
1265,2025-09-06,Tech Mahindra,South,Analytics Pro,SaaS,4,5755,23020
1266,2025-10-21,Deloitte,West,HR Automator,HRTech,3,5491,16473
1267,2026-02-03,Capgemini,North,Data Engine,Platform,4,9159,36636
1268,2026-03-23,HCL,South,Finance Tracker,FinTech,2,5981,11962
1269,2025-07-19,Wipro,East,Analytics Pro,SaaS,2,6761,13522
1270,2026-04-01,Capgemini,East,Security Shield,Cybersecurity,2,3040,6080
1271,2025-05-31,Deloitte,South,HR Automator,HRTech,5,7237,36185
1272,2025-06-20,TCS,East,Analytics Pro,SaaS,1,4091,4091
1273,2025-05-29,TCS,West,AI Insights,AI,4,4870,19480
1274,2025-12-26,HCL,North,AI Insights,AI,2,5757,11514
1275,2026-04-27,Infosys,South,Data Engine,Platform,4,4504,18016
1276,2025-07-03,Tech Mahindra,West,Data Engine,Platform,2,3570,7140
1277,2026-02-25,Cognizant,West,Security Shield,Cybersecurity,1,6149,6149
1278,2026-03-14,Infosys,South,Analytics Pro,SaaS,1,7832,7832
1279,2026-05-09,IBM,West,Finance Tracker,FinTech,4,8847,35388
1280,2025-11-24,Wipro,East,HR Automator,HRTech,5,5180,25900
1281,2026-03-07,Wipro,East,Finance Tracker,FinTech,5,4877,24385
1282,2026-05-02,Deloitte,West,AI Insights,AI,1,4025,4025
1283,2026-02-08,Accenture,West,Data Engine,Platform,4,4331,17324
1284,2026-01-11,HCL,East,HR Automator,HRTech,4,7742,30968
1285,2025-12-12,TCS,North,Analytics Pro,SaaS,2,4445,8890
1286,2025-07-28,HCL,West,HR Automator,HRTech,4,3769,15076
1287,2025-08-01,Cognizant,East,Cloud Suite,SaaS,5,6351,31755
1288,2026-01-08,Cognizant,South,AI Insights,AI,4,8589,34356
1289,2025-10-10,Deloitte,North,AI Insights,AI,4,7206,28824
1290,2026-03-14,Deloitte,East,AI Insights,AI,5,4894,24470
1291,2025-11-28,Wipro,South,Finance Tracker,FinTech,5,5070,25350
1292,2026-04-03,Wipro,South,Finance Tracker,FinTech,2,6245,12490
1293,2025-08-26,Accenture,West,HR Automator,HRTech,1,3909,3909
1294,2026-01-17,HCL,North,Analytics Pro,SaaS,1,9430,9430
1295,2025-08-16,IBM,North,Finance Tracker,FinTech,2,6884,13768
1296,2025-09-06,IBM,South,Data Engine,Platform,3,7602,22806
1297,2025-06-06,Cognizant,West,HR Automator,HRTech,5,4595,22975
1298,2025-11-01,Wipro,East,AI Insights,AI,1,3422,3422
1299,2025-12-25,TCS,East,Security Shield,Cybersecurity,4,6572,26288
1300,2026-01-11,Capgemini,West,Security Shield,Cybersecurity,5,7457,37285
1301,2025-12-27,TCS,North,Security Shield,Cybersecurity,1,6041,6041
1302,2026-01-10,Wipro,South,Cloud Suite,SaaS,4,7894,31576
1303,2025-06-12,Tech Mahindra,West,Security Shield,Cybersecurity,5,5167,25835
1304,2026-03-29,Wipro,South,Security Shield,Cybersecurity,4,8936,35744
1305,2025-07-26,Capgemini,North,HR Automator,HRTech,5,4954,24770
1306,2025-11-06,IBM,South,Cloud Suite,SaaS,1,8493,8493
1307,2025-07-20,Deloitte,South,Finance Tracker,FinTech,1,5732,5732
1308,2025-10-13,Tech Mahindra,West,Finance Tracker,FinTech,5,5989,29945
1309,2025-10-02,Tech Mahindra,North,AI Insights,AI,4,6349,25396
1310,2026-04-13,Infosys,North,Cloud Suite,SaaS,3,7553,22659
1311,2025-10-04,Capgemini,North,Data Engine,Platform,5,5960,29800
1312,2025-07-11,Capgemini,West,Finance Tracker,FinTech,2,9513,19026
1313,2026-03-01,Tech Mahindra,West,Finance Tracker,FinTech,4,3487,13948
1314,2025-07-11,Infosys,South,AI Insights,AI,1,7790,7790
1315,2025-12-06,Wipro,South,Security Shield,Cybersecurity,4,7830,31320
1316,2025-12-25,TCS,West,AI Insights,AI,3,7095,21285
1317,2025-07-12,IBM,South,Security Shield,Cybersecurity,3,3217,9651
1318,2025-08-15,IBM,East,Analytics Pro,SaaS,1,9240,9240
1319,2025-08-01,Infosys,West,AI Insights,AI,1,3971,3971
1320,2025-08-11,Wipro,North,Security Shield,Cybersecurity,3,6843,20529
1321,2025-11-02,IBM,North,Security Shield,Cybersecurity,2,4608,9216
1322,2025-08-24,Capgemini,West,Analytics Pro,SaaS,2,5858,11716
1323,2026-04-09,Accenture,West,Security Shield,Cybersecurity,1,4458,4458
1324,2026-04-01,Infosys,East,HR Automator,HRTech,2,3057,6114
1325,2025-08-17,Cognizant,East,Security Shield,Cybersecurity,2,7600,15200
1326,2025-07-27,Accenture,West,Data Engine,Platform,4,6209,24836
1327,2025-11-15,HCL,South,Security Shield,Cybersecurity,4,6429,25716
1328,2026-04-25,Deloitte,North,Cloud Suite,SaaS,3,8890,26670
1329,2025-10-26,Accenture,South,Security Shield,Cybersecurity,1,4424,4424
1330,2026-05-22,Tech Mahindra,East,Cloud Suite,SaaS,4,9326,37304
1331,2026-05-11,Capgemini,East,Data Engine,Platform,1,7455,7455
1332,2025-11-17,Cognizant,East,Cloud Suite,SaaS,2,6662,13324
1333,2026-05-06,Accenture,West,Finance Tracker,FinTech,5,8659,43295
1334,2025-09-23,Cognizant,North,AI Insights,AI,2,4737,9474
1335,2026-03-10,HCL,North,Cloud Suite,SaaS,2,4542,9084
1336,2025-11-10,Deloitte,North,Finance Tracker,FinTech,2,7069,14138
1337,2025-06-13,Tech Mahindra,West,Finance Tracker,FinTech,5,9740,48700
1338,2025-05-26,Cognizant,East,HR Automator,HRTech,2,8190,16380
1339,2025-08-30,IBM,East,Security Shield,Cybersecurity,3,6600,19800
1340,2025-11-21,HCL,West,Finance Tracker,FinTech,5,8492,42460
1341,2025-06-10,Tech Mahindra,North,Finance Tracker,FinTech,4,4510,18040
1342,2026-02-07,Wipro,North,Data Engine,Platform,3,9796,29388
1343,2026-02-22,Capgemini,South,HR Automator,HRTech,4,6140,24560
1344,2025-06-27,Accenture,North,Data Engine,Platform,1,7442,7442
1345,2025-10-11,Capgemini,West,Finance Tracker,FinTech,5,7074,35370
1346,2025-10-09,Accenture,East,Data Engine,Platform,1,8399,8399
1347,2026-04-17,Deloitte,West,AI Insights,AI,4,8767,35068
1348,2025-09-26,Cognizant,East,Finance Tracker,FinTech,1,3679,3679
1349,2025-11-17,Wipro,North,Finance Tracker,FinTech,5,7265,36325
1350,2025-11-30,Deloitte,North,Finance Tracker,FinTech,2,9980,19960
1351,2025-08-17,Cognizant,North,Cloud Suite,SaaS,4,5267,21068
1352,2025-09-28,Deloitte,South,Cloud Suite,SaaS,3,5335,16005
1353,2025-06-25,Accenture,West,Data Engine,Platform,1,5115,5115
1354,2025-11-20,HCL,West,Cloud Suite,SaaS,4,7575,30300
1355,2026-04-03,IBM,West,Analytics Pro,SaaS,3,4916,14748
1356,2026-05-17,Cognizant,North,Analytics Pro,SaaS,1,4140,4140
1357,2025-06-08,Tech Mahindra,South,HR Automator,HRTech,3,3981,11943
1358,2025-10-26,TCS,West,AI Insights,AI,1,7282,7282
1359,2026-03-30,TCS,East,Security Shield,Cybersecurity,2,3132,6264
1360,2025-10-21,HCL,East,HR Automator,HRTech,5,4145,20725
1361,2026-01-11,Accenture,West,Finance Tracker,FinTech,4,8304,33216
1362,2026-01-17,IBM,South,Analytics Pro,SaaS,4,6485,25940
1363,2025-06-04,TCS,East,Data Engine,Platform,3,7451,22353
1364,2025-08-24,Wipro,South,AI Insights,AI,3,5026,15078
1365,2025-11-30,Accenture,West,Security Shield,Cybersecurity,3,7822,23466
1366,2026-02-01,Tech Mahindra,East,Security Shield,Cybersecurity,5,9309,46545
1367,2025-08-18,HCL,East,Security Shield,Cybersecurity,5,7604,38020
1368,2026-01-23,Deloitte,East,AI Insights,AI,4,5955,23820
1369,2026-04-15,Deloitte,North,Analytics Pro,SaaS,3,3391,10173
1370,2026-03-24,Cognizant,East,Analytics Pro,SaaS,2,4293,8586
1371,2025-11-06,Capgemini,East,AI Insights,AI,3,4869,14607
1372,2025-07-22,Tech Mahindra,West,Analytics Pro,SaaS,4,5540,22160
